Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.GrossPotential,Statistics.Performances
5,10/5/2014,10,2014,Chicago,Ambassador,Musical,5935,69,479306,,8
5,10/5/2014,10,2014,Cinderella,Broadway,Musical,7706,55,487724,,8
5,10/5/2014,10,2014,Disgraced,Lyceum,Play,4674,73,292989,,0
5,10/5/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,5639,80,528099,,7
5,10/5/2014,10,2014,If/Then,Richard Rodgers,Musical,7946,76,456099,,8
5,10/5/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8637,101,1248660,,0
5,10/5/2014,10,2014,Jersey Boys,August Wilson,Musical,8256,84,844166,,8
5,10/5/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10219,90,1157229,,8
5,10/5/2014,10,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5651,104,762599,,8
5,10/5/2014,10,2014,Les Miserables '14,Imperial,Musical,7589,67,666437,,8
5,10/5/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,3956,46,214065,,8
5,10/5/2014,10,2014,Mamma Mia!,Broadhurst,Musical,7874,84,659381,,8
5,10/5/2014,10,2014,Matilda,Shubert,Musical,8205,72,713487,,8
5,10/5/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,10300,85,981415,,8
5,10/5/2014,10,2014,On The Town 2014,Lyric,Musical,11625,78,565544,,0
5,10/5/2014,10,2014,Once,Jacobs,Musical,5617,66,358134,,8
5,10/5/2014,10,2014,Pippin,Music Box,Musical,5148,65,402674,,8
5,10/5/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,3868,83,332574,,8
5,10/5/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8739,102,1611038,,8
5,10/5/2014,10,2014,The Country House,Friedman,Play,4773,92,196922,,5
5,10/5/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7063,99,501192,,1
5,10/5/2014,10,2014,The Last Ship,Neil Simon,Musical,6779,72,533382,,0
5,10/5/2014,10,2014,The Lion King,Minskoff,Musical,13456,99,1853776,,8
5,10/5/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,9955,78,818490,,8
5,10/5/2014,10,2014,The Real Thing 2014,American Airlines,Play,3362,91,264607,,0
5,10/5/2014,10,2014,This Is Our Youth,Cort,Play,5472,64,358375,,8
5,10/5/2014,10,2014,Wicked,Gershwin,Musical,13235,91,1406222,,8
5,10/5/2014,10,2014,You Can'T Take It With You,Longacre,Play,7048,82,571079,,8
12,10/12/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7286,100,948209,,8
12,10/12/2014,10,2014,Aladdin,New Amsterdam,Musical,13785,100,1614428,,8
12,10/12/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8257,101,1411132,,8
12,10/12/2014,10,2014,Cabaret '14,Studio 54,Musical,6083,85,689019,,8
12,10/12/2014,10,2014,Chicago,Ambassador,Musical,6804,79,590152,,8
12,10/12/2014,10,2014,Cinderella,Broadway,Musical,9937,71,760861,,8
12,10/12/2014,10,2014,Disgraced,Lyceum,Play,5137,80,319485,,0
12,10/12/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,6576,93,662552,,7
12,10/12/2014,10,2014,If/Then,Richard Rodgers,Musical,8486,81,741315,,8
12,10/12/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8690,102,1173897,,5
12,10/12/2014,10,2014,Jersey Boys,August Wilson,Musical,8817,90,940451,,8
12,10/12/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10998,97,1376997,,8
12,10/12/2014,10,2014,Les Miserables '14,Imperial,Musical,8408,75,814410,,8
12,10/12/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,4462,52,339907,,8
12,10/12/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8882,95,766485,,8
12,10/12/2014,10,2014,Matilda,Shubert,Musical,10962,96,1092670,,8
12,10/12/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,11130,92,1109204,,8
12,10/12/2014,10,2014,On The Town 2014,Lyric,Musical,11243,86,608694,,0
12,10/12/2014,10,2014,Once,Jacobs,Musical,5428,64,437660,,8
12,10/12/2014,10,2014,Pippin,Music Box,Musical,6929,87,589427,,8
12,10/12/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4180,90,373909,,8
12,10/12/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1739131,,8
12,10/12/2014,10,2014,The Country House,Friedman,Play,4273,82,268583,,8
12,10/12/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7926,97,769927,,8
12,10/12/2014,10,2014,The Last Ship,Neil Simon,Musical,7359,80,540725,,0
12,10/12/2014,10,2014,The Lion King,Minskoff,Musical,13604,100,2050270,,8
12,10/12/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,11088,86,975371,,8
12,10/12/2014,10,2014,The Real Thing 2014,American Airlines,Play,5507,93,462063,,0
12,10/12/2014,10,2014,This Is Our Youth,Cort,Play,5378,63,421840,,8
12,10/12/2014,10,2014,Wicked,Gershwin,Musical,14715,96,1806175,,8
12,10/12/2014,10,2014,You Can'T Take It With You,Longacre,Play,7529,88,671178,,8
19,10/19/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7319,101,920334,,8
19,10/19/2014,10,2014,Aladdin,New Amsterdam,Musical,13750,100,1438023,,8
19,10/19/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1308749,,8
19,10/19/2014,10,2014,Cabaret '14,Studio 54,Musical,6208,87,719254,,8
19,10/19/2014,10,2014,Chicago,Ambassador,Musical,7071,82,574653,,8
19,10/19/2014,10,2014,Cinderella,Broadway,Musical,8384,60,643770,,8
19,10/19/2014,10,2014,Disgraced,Lyceum,Play,6002,82,352737,,0
19,10/19/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,5552,92,544166,,6
19,10/19/2014,10,2014,If/Then,Richard Rodgers,Musical,7788,74,627377,,8
19,10/19/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8650,101,1375481,,8
19,10/19/2014,10,2014,Jersey Boys,August Wilson,Musical,8208,84,860751,,8
19,10/19/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,11024,97,1363976,,8
19,10/19/2014,10,2014,Les Miserables '14,Imperial,Musical,8821,78,790993,,8
19,10/19/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,4374,51,319810,,8
19,10/19/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8115,87,678393,,8
19,10/19/2014,10,2014,Matilda,Shubert,Musical,10815,94,941606,,8
19,10/19/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,10768,89,1074895,,8
19,10/19/2014,10,2014,On The Town 2014,Lyric,Musical,13079,87,696571,,4
19,10/19/2014,10,2014,Once,Jacobs,Musical,5162,61,448800,,8
19,10/19/2014,10,2014,Pippin,Music Box,Musical,6355,80,536740,,8
19,10/19/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4204,90,369767,,8
19,10/19/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1651464,,8
19,10/19/2014,10,2014,The Country House,Friedman,Play,3933,76,253441,,8
19,10/19/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7879,97,848236,,8
19,10/19/2014,10,2014,The Last Ship,Neil Simon,Musical,7899,75,575155,,0
19,10/19/2014,10,2014,The Lion King,Minskoff,Musical,13414,99,1895200,,8
19,10/19/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,10843,84,935841,,8
19,10/19/2014,10,2014,The Real Thing 2014,American Airlines,Play,5620,95,475917,,0
19,10/19/2014,10,2014,This Is Our Youth,Cort,Play,5796,68,409597,,8
19,10/19/2014,10,2014,Wicked,Gershwin,Musical,14440,100,1680849,,8
19,10/19/2014,10,2014,You Can'T Take It With You,Longacre,Play,7506,87,680921,,8
26,10/26/2014,10,2014,A Delicate Balance 2014,Golden,Play,6416,100,884596,,0
26,10/26/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7165,99,880771,,8
26,10/26/2014,10,2014,Aladdin,New Amsterdam,Musical,13608,99,1383638,,8
26,10/26/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1316237,,8
26,10/26/2014,10,2014,Cabaret '14,Studio 54,Musical,5926,83,685294,,8
26,10/26/2014,10,2014,Chicago,Ambassador,Musical,6695,77,538588,,8
26,10/26/2014,10,2014,Cinderella,Broadway,Musical,7146,51,527427,,8
26,10/26/2014,10,2014,Disgraced,Lyceum,Play,5990,82,362147,,5
26,10/26/2014,10,2014,Hedwig And The Angry Inch,Belasco,Musical,6161,87,600961,,7
26,10/26/2014,10,2014,If/Then,Richard Rodgers,Musical,7902,75,592093,,8
26,10/26/2014,10,2014,It'S Only A Play,Schoenfeld,Play,8683,102,1376686,,8
26,10/26/2014,10,2014,Jersey Boys,August Wilson,Musical,7992,81,826860,,8
26,10/26/2014,10,2014,Kinky Boots,Al Hirschfeld,Musical,10698,94,1262059,,8
26,10/26/2014,10,2014,Les Miserables '14,Imperial,Musical,7500,67,665388,,8
26,10/26/2014,10,2014,Love Letters 2014,Brooks Atkinson,Play,3944,46,313629,,8
26,10/26/2014,10,2014,Mamma Mia!,Broadhurst,Musical,8190,88,693671,,8
26,10/26/2014,10,2014,Matilda,Shubert,Musical,9773,85,820242,,8
26,10/26/2014,10,2014,Motown The Musical,Lunt-Fontanne,Musical,11462,95,1112901,,8
26,10/26/2014,10,2014,On The Town 2014,Lyric,Musical,11987,80,837948,,8
26,10/26/2014,10,2014,Once,Jacobs,Musical,5151,61,417186,,8
26,10/26/2014,10,2014,Pippin,Music Box,Musical,5914,75,478032,,8
26,10/26/2014,10,2014,Rock Of Ages,Helen Hayes,Musical,4104,88,364112,,8
26,10/26/2014,10,2014,The Book Of Mormon,Eugene O'Neill,Musical,8754,103,1610255,,8
26,10/26/2014,10,2014,The Country House,Friedman,Play,3811,73,250259,,8
26,10/26/2014,10,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,8020,98,871328,,8
26,10/26/2014,10,2014,The Last Ship,Neil Simon,Musical,9312,88,546914,,1
26,10/26/2014,10,2014,The Lion King,Minskoff,Musical,13496,99,1851135,,8
26,10/26/2014,10,2014,The Phantom Of The Opera,Majestic,Musical,9863,77,830933,,8
26,10/26/2014,10,2014,The Real Thing 2014,American Airlines,Play,5783,98,446622,,0
26,10/26/2014,10,2014,This Is Our Youth,Cort,Play,4996,59,367824,,8
26,10/26/2014,10,2014,Wicked,Gershwin,Musical,13258,92,1489079,,8
26,10/26/2014,10,2014,You Can'T Take It With You,Longacre,Play,7107,83,653711,,8
2,11/2/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,850150,,0
2,11/2/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7061,97,757811,,8
2,11/2/2014,11,2014,Aladdin,New Amsterdam,Musical,13528,98,1280885,,8
2,11/2/2014,11,2014,Beautiful,Stephen Sondheim,Musical,7844,96,1033975,,8
2,11/2/2014,11,2014,Cabaret '14,Studio 54,Musical,5474,77,611122,,8
2,11/2/2014,11,2014,Chicago,Ambassador,Musical,5493,64,444182,,8
2,11/2/2014,11,2014,Cinderella,Broadway,Musical,6797,49,501306,,8
2,11/2/2014,11,2014,Disgraced,Lyceum,Play,5538,75,408008,,8
2,11/2/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,5413,77,498001,,7
2,11/2/2014,11,2014,If/Then,Richard Rodgers,Musical,7361,70,404308,,8
2,11/2/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8468,99,1338059,,8
2,11/2/2014,11,2014,Jersey Boys,August Wilson,Musical,6782,69,675647,,8
2,11/2/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,9904,87,1100572,,8
2,11/2/2014,11,2014,Les Miserables '14,Imperial,Musical,7224,64,608589,,8
2,11/2/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,3961,46,258377,,8
2,11/2/2014,11,2014,Mamma Mia!,Broadhurst,Musical,7247,78,602891,,8
2,11/2/2014,11,2014,Matilda,Shubert,Musical,9441,82,760087,,8
2,11/2/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,8993,75,855012,,8
2,11/2/2014,11,2014,On The Town 2014,Lyric,Musical,8749,58,675371,,8
2,11/2/2014,11,2014,Once,Jacobs,Musical,4836,57,341135,,8
2,11/2/2014,11,2014,Pippin,Music Box,Musical,5026,63,377838,,8
2,11/2/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3476,75,278848,,8
2,11/2/2014,11,2014,Side Show 2014,St. James,Musical,5696,73,349563,,0
2,11/2/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1535238,,8
2,11/2/2014,11,2014,The Country House,Friedman,Play,3565,69,217819,,8
2,11/2/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7911,97,862004,,8
2,11/2/2014,11,2014,The Last Ship,Neil Simon,Musical,6333,59,495069,,8
2,11/2/2014,11,2014,The Lion King,Minskoff,Musical,13395,98,1700190,,8
2,11/2/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8848,69,724322,,8
2,11/2/2014,11,2014,The Real Thing 2014,American Airlines,Play,5765,97,433827,,5
2,11/2/2014,11,2014,The River,Circle In The Square,Play,2162,104,348102,,0
2,11/2/2014,11,2014,This Is Our Youth,Cort,Play,4058,48,294214,,8
2,11/2/2014,11,2014,Wicked,Gershwin,Musical,12097,84,1329813,,8
2,11/2/2014,11,2014,You Can'T Take It With You,Longacre,Play,5656,66,512339,,8
9,11/9/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,857375,,0
9,11/9/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6801,94,815750,,8
9,11/9/2014,11,2014,Aladdin,New Amsterdam,Musical,13171,96,1410648,,8
9,11/9/2014,11,2014,Beautiful,Stephen Sondheim,Musical,8214,100,1330829,,8
9,11/9/2014,11,2014,Cabaret '14,Studio 54,Musical,6379,89,741877,,8
9,11/9/2014,11,2014,Chicago,Ambassador,Musical,5926,69,479182,,8
9,11/9/2014,11,2014,Cinderella,Broadway,Musical,8408,60,629743,,8
9,11/9/2014,11,2014,Disgraced,Lyceum,Play,6500,89,512646,,8
9,11/9/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,6370,90,624148,,7
9,11/9/2014,11,2014,If/Then,Richard Rodgers,Musical,7556,72,569810,,8
9,11/9/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8544,100,1375174,,8
9,11/9/2014,11,2014,Jersey Boys,August Wilson,Musical,7909,81,826987,,8
9,11/9/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,9719,85,1147857,,8
9,11/9/2014,11,2014,Les Miserables '14,Imperial,Musical,8168,72,683328,,8
9,11/9/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,5086,60,393746,,8
9,11/9/2014,11,2014,Mamma Mia!,Broadhurst,Musical,7549,81,586427,,8
9,11/9/2014,11,2014,Matilda,Shubert,Musical,9892,86,892409,,8
9,11/9/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,10480,87,1025917,,8
9,11/9/2014,11,2014,On The Town 2014,Lyric,Musical,10110,67,834113,,8
9,11/9/2014,11,2014,Once,Jacobs,Musical,5491,65,459801,,8
9,11/9/2014,11,2014,Pippin,Music Box,Musical,5524,70,449207,,8
9,11/9/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3778,81,323107,,8
9,11/9/2014,11,2014,Side Show 2014,St. James,Musical,7135,78,413928,,0
9,11/9/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1638827,,8
9,11/9/2014,11,2014,The Country House,Friedman,Play,3722,72,209004,,8
9,11/9/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7922,97,895900,,8
9,11/9/2014,11,2014,The Elephant Man 2014,Booth,Play,3182,103,520087,,0
9,11/9/2014,11,2014,The Last Ship,Neil Simon,Musical,7145,66,543860,,8
9,11/9/2014,11,2014,The Lion King,Minskoff,Musical,13502,99,1737729,,8
9,11/9/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8710,68,720968,,8
9,11/9/2014,11,2014,The Real Thing 2014,American Airlines,Play,5823,98,490862,,8
9,11/9/2014,11,2014,The River,Circle In The Square,Play,5716,103,917008,,0
9,11/9/2014,11,2014,This Is Our Youth,Cort,Play,4805,57,349111,,8
9,11/9/2014,11,2014,Wicked,Gershwin,Musical,13524,93,1621169,,8
9,11/9/2014,11,2014,You Can'T Take It With You,Longacre,Play,6082,71,562949,,8
16,11/16/2014,11,2014,A Delicate Balance 2014,Golden,Play,6416,100,852393,,0
16,11/16/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6885,95,788831,,8
16,11/16/2014,11,2014,Aladdin,New Amsterdam,Musical,13237,96,1328493,,8
16,11/16/2014,11,2014,Beautiful,Stephen Sondheim,Musical,8222,100,1318454,,8
16,11/16/2014,11,2014,Cabaret '14,Studio 54,Musical,6106,85,686271,,8
16,11/16/2014,11,2014,Chicago,Ambassador,Musical,5372,62,413434,,8
16,11/16/2014,11,2014,Cinderella,Broadway,Musical,8518,61,631822,,8
16,11/16/2014,11,2014,Disgraced,Lyceum,Play,5569,76,471373,,8
16,11/16/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,6308,89,607949,,7
16,11/16/2014,11,2014,If/Then,Richard Rodgers,Musical,6975,67,466852,,8
16,11/16/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8479,99,1370168,,8
16,11/16/2014,11,2014,Jersey Boys,August Wilson,Musical,6994,71,727348,,8
16,11/16/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,10114,89,1142851,,8
16,11/16/2014,11,2014,Les Miserables '14,Imperial,Musical,7315,65,603883,,8
16,11/16/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,5603,75,483280,,7
16,11/16/2014,11,2014,Mamma Mia!,Broadhurst,Musical,6181,66,483950,,8
16,11/16/2014,11,2014,Matilda,Shubert,Musical,8578,75,744214,,8
16,11/16/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,10157,84,997824,,8
16,11/16/2014,11,2014,On The Town 2014,Lyric,Musical,10345,69,843648,,8
16,11/16/2014,11,2014,Once,Jacobs,Musical,5652,67,462158,,8
16,11/16/2014,11,2014,Pippin,Music Box,Musical,5210,66,397603,,8
16,11/16/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3718,80,323042,,8
16,11/16/2014,11,2014,Side Show 2014,St. James,Musical,8957,86,449747,,0
16,11/16/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1594690,,8
16,11/16/2014,11,2014,The Country House,Friedman,Play,3641,70,187209,,8
16,11/16/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7988,98,907142,,8
16,11/16/2014,11,2014,The Elephant Man 2014,Booth,Play,6278,101,966896,,0
16,11/16/2014,11,2014,The Last Ship,Neil Simon,Musical,6648,62,536449,,8
16,11/16/2014,11,2014,The Lion King,Minskoff,Musical,13319,98,1527989,,8
16,11/16/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8450,66,715131,,8
16,11/16/2014,11,2014,The Real Thing 2014,American Airlines,Play,5512,93,455145,,8
16,11/16/2014,11,2014,The River,Circle In The Square,Play,5695,102,723882,,1
16,11/16/2014,11,2014,This Is Our Youth,Cort,Play,4772,56,322033,,8
16,11/16/2014,11,2014,Wicked,Gershwin,Musical,12283,85,1361772,,8
16,11/16/2014,11,2014,You Can'T Take It With You,Longacre,Play,5708,66,544105,,8
23,11/23/2014,11,2014,A Delicate Balance 2014,Golden,Play,6356,99,745933,,4
23,11/23/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6939,96,775336,,8
23,11/23/2014,11,2014,Aladdin,New Amsterdam,Musical,13737,100,1372657,,8
23,11/23/2014,11,2014,Beautiful,Stephen Sondheim,Musical,7974,97,1279198,,8
23,11/23/2014,11,2014,Cabaret '14,Studio 54,Musical,6701,94,816760,,8
23,11/23/2014,11,2014,Chicago,Ambassador,Musical,5339,62,419363,,8
23,11/23/2014,11,2014,Cinderella,Broadway,Musical,8934,64,680334,,8
23,11/23/2014,11,2014,Disgraced,Lyceum,Play,5212,71,433598,,8
23,11/23/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,5590,79,548527,,7
23,11/23/2014,11,2014,Honeymoon In Vegas,Nederlander,Musical,5288,67,366136,,0
23,11/23/2014,11,2014,If/Then,Richard Rodgers,Musical,7168,68,502191,,8
23,11/23/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8417,98,1342409,,8
23,11/23/2014,11,2014,Jersey Boys,August Wilson,Musical,7132,73,727159,,8
23,11/23/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,10077,88,1100608,,8
23,11/23/2014,11,2014,Les Miserables '14,Imperial,Musical,7960,71,617818,,8
23,11/23/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,4764,64,411765,,7
23,11/23/2014,11,2014,Mamma Mia!,Broadhurst,Musical,6236,67,491950,,8
23,11/23/2014,11,2014,Matilda,Shubert,Musical,8418,73,764003,,8
23,11/23/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,10303,85,981245,,8
23,11/23/2014,11,2014,On The Town 2014,Lyric,Musical,9912,66,795604,,8
23,11/23/2014,11,2014,Once,Jacobs,Musical,5383,64,425226,,8
23,11/23/2014,11,2014,Pippin,Music Box,Musical,4997,63,367437,,8
23,11/23/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3533,76,296522,,8
23,11/23/2014,11,2014,Side Show 2014,St. James,Musical,7397,71,419203,,8
23,11/23/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8742,103,1579606,,8
23,11/23/2014,11,2014,The Country House,Friedman,Play,3439,66,146741,,8
23,11/23/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7980,98,903389,,8
23,11/23/2014,11,2014,The Elephant Man 2014,Booth,Play,6211,100,938509,,0
23,11/23/2014,11,2014,The Last Ship,Neil Simon,Musical,7222,67,497208,,8
23,11/23/2014,11,2014,The Lion King,Minskoff,Musical,13503,99,1711467,,8
23,11/23/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,8266,64,676699,,8
23,11/23/2014,11,2014,The Real Thing 2014,American Airlines,Play,5441,92,475879,,8
23,11/23/2014,11,2014,The River,Circle In The Square,Play,5621,101,882153,,8
23,11/23/2014,11,2014,This Is Our Youth,Cort,Play,4533,53,287243,,8
23,11/23/2014,11,2014,Wicked,Gershwin,Musical,12670,88,1452509,,8
23,11/23/2014,11,2014,You Can'T Take It With You,Longacre,Play,5057,59,467067,,8
30,11/30/2014,11,2014,A Delicate Balance 2014,Golden,Play,5650,88,807472,,8
30,11/30/2014,11,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7046,96,974924,,8
30,11/30/2014,11,2014,Aladdin,New Amsterdam,Musical,13784,100,1759955,,8
30,11/30/2014,11,2014,Beautiful,Stephen Sondheim,Musical,8026,98,1405434,,8
30,11/30/2014,11,2014,Cabaret '14,Studio 54,Musical,7101,99,948085,,8
30,11/30/2014,11,2014,Chicago,Ambassador,Musical,6614,77,583103,,8
30,11/30/2014,11,2014,Cinderella,Broadway,Musical,13197,94,1115935,,8
30,11/30/2014,11,2014,Disgraced,Lyceum,Play,5009,68,412694,,8
30,11/30/2014,11,2014,Hedwig And The Angry Inch,Belasco,Musical,6135,87,653674,,7
30,11/30/2014,11,2014,Honeymoon In Vegas,Nederlander,Musical,5078,56,351277,,0
30,11/30/2014,11,2014,If/Then,Richard Rodgers,Musical,6452,62,615096,,8
30,11/30/2014,11,2014,It'S Only A Play,Schoenfeld,Play,8002,94,1354791,,8
30,11/30/2014,11,2014,Jersey Boys,August Wilson,Musical,7913,81,920735,,8
30,11/30/2014,11,2014,Kinky Boots,Al Hirschfeld,Musical,10293,90,1314521,,8
30,11/30/2014,11,2014,Les Miserables '14,Imperial,Musical,9806,87,992609,,8
30,11/30/2014,11,2014,Love Letters 2014,Brooks Atkinson,Play,3978,53,309103,,7
30,11/30/2014,11,2014,Mamma Mia!,Broadhurst,Musical,7334,79,662155,,8
30,11/30/2014,11,2014,Matilda,Shubert,Musical,11463,100,1454493,,8
30,11/30/2014,11,2014,Motown The Musical,Lunt-Fontanne,Musical,9200,76,1011459,,8
30,11/30/2014,11,2014,On The Town 2014,Lyric,Musical,8975,60,885138,,8
30,11/30/2014,11,2014,Once,Jacobs,Musical,6362,75,563704,,8
30,11/30/2014,11,2014,Pippin,Music Box,Musical,6847,86,670217,,8
30,11/30/2014,11,2014,Rock Of Ages,Helen Hayes,Musical,3664,79,360759,,8
30,11/30/2014,11,2014,Side Show 2014,St. James,Musical,5800,56,466970,,8
30,11/30/2014,11,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1875135,,8
30,11/30/2014,11,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7750,95,952041,,8
30,11/30/2014,11,2014,The Elephant Man 2014,Booth,Play,6219,100,958970,,0
30,11/30/2014,11,2014,The Illusionists - Witness The Impossible,Marquis,Special,9762,89,1048858,,0
30,11/30/2014,11,2014,The Last Ship,Neil Simon,Musical,6418,59,458563,,8
30,11/30/2014,11,2014,The Lion King,Minskoff,Musical,13602,100,2422719,,8
30,11/30/2014,11,2014,The Phantom Of The Opera,Majestic,Musical,11319,88,1131137,,8
30,11/30/2014,11,2014,The Real Thing 2014,American Airlines,Play,5220,88,451370,,8
30,11/30/2014,11,2014,The River,Circle In The Square,Play,5629,101,906275,,8
30,11/30/2014,11,2014,This Is Our Youth,Cort,Play,4977,59,341572,,8
30,11/30/2014,11,2014,Wicked,Gershwin,Musical,15714,97,2432132,,9
30,11/30/2014,11,2014,You Can'T Take It With You,Longacre,Play,5479,64,548572,,8
