Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.GrossPotential,Statistics.Performances
13,7/13/2014,7,2014,Matilda,Shubert,Musical,11501,100,1101510,,8
13,7/13/2014,7,2014,Motown The Musical,Lunt-Fontanne,Musical,9224,77,866511,,8
13,7/13/2014,7,2014,Newsies,Nederlander,Musical,9273,98,745988,,8
13,7/13/2014,7,2014,Of Mice And Men,Longacre,Play,8488,99,862862,,8
13,7/13/2014,7,2014,Once,Jacobs,Musical,5699,67,420569,,8
13,7/13/2014,7,2014,Pippin,Music Box,Musical,5946,75,536051,,8
13,7/13/2014,7,2014,Rock Of Ages,Helen Hayes,Musical,3674,79,284152,,8
13,7/13/2014,7,2014,Rocky,Winter Garden,Musical,7693,63,626984,,8
13,7/13/2014,7,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1621274,,8
13,7/13/2014,7,2014,The Cripple Of Inishmaan,Cort,Play,7300,85,596630,,8
13,7/13/2014,7,2014,The Lion King,Minskoff,Musical,13384,98,2151409,,8
13,7/13/2014,7,2014,The Phantom Of The Opera,Majestic,Musical,11500,90,977007,,8
13,7/13/2014,7,2014,Violet,American Airlines,Musical,4426,75,306668,,8
13,7/13/2014,7,2014,Wicked,Gershwin,Musical,15014,97,1936778,,8
20,7/20/2014,7,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7345,101,957145,,8
20,7/20/2014,7,2014,Aladdin,New Amsterdam,Musical,13781,100,1542832,,8
20,7/20/2014,7,2014,Beautiful,Stephen Sondheim,Musical,8270,101,1300153,,8
20,7/20/2014,7,2014,Bullets Over Broadway,St. James,Musical,8725,67,686693,,8
20,7/20/2014,7,2014,Cabaret '14,Studio 54,Musical,6831,96,831305,,8
20,7/20/2014,7,2014,Chicago,Ambassador,Musical,7517,87,601245,,8
20,7/20/2014,7,2014,Cinderella,Broadway,Musical,10225,73,747181,,8
20,7/20/2014,7,2014,Hedwig And The Angry Inch,Belasco,Musical,7214,102,1088660,,7
20,7/20/2014,7,2014,Holler If Ya Hear Me,Palace,Musical,6758,76,266984,,8
20,7/20/2014,7,2014,If/Then,Richard Rodgers,Musical,8680,83,773533,,8
20,7/20/2014,7,2014,Jersey Boys,August Wilson,Musical,8687,88,873784,,8
20,7/20/2014,7,2014,Kinky Boots,Al Hirschfeld,Musical,11042,97,1314190,,8
20,7/20/2014,7,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4629,97,556091,,7
20,7/20/2014,7,2014,Les Miserables '14,Imperial,Musical,10798,96,1072101,,8
20,7/20/2014,7,2014,Mamma Mia!,Broadhurst,Musical,8766,94,774592,,8
20,7/20/2014,7,2014,Matilda,Shubert,Musical,11544,101,1167031,,8
20,7/20/2014,7,2014,Motown The Musical,Lunt-Fontanne,Musical,10290,85,983055,,8
20,7/20/2014,7,2014,Newsies,Nederlander,Musical,9359,99,862977,,8
20,7/20/2014,7,2014,Of Mice And Men,Longacre,Play,8566,100,929343,,8
20,7/20/2014,7,2014,Once,Jacobs,Musical,6690,79,499598,,8
20,7/20/2014,7,2014,Pippin,Music Box,Musical,7296,92,626694,,8
20,7/20/2014,7,2014,Rock Of Ages,Helen Hayes,Musical,4066,87,340633,,8
20,7/20/2014,7,2014,Rocky,Winter Garden,Musical,8333,69,674063,,8
20,7/20/2014,7,2014,The Book Of Mormon,Eugene O'Neill,Musical,9846,103,1817551,,9
20,7/20/2014,7,2014,The Cripple Of Inishmaan,Cort,Play,8357,97,740711,,8
20,7/20/2014,7,2014,The Lion King,Minskoff,Musical,15155,99,2431017,,9
20,7/20/2014,7,2014,The Phantom Of The Opera,Majestic,Musical,12368,96,1114417,,8
20,7/20/2014,7,2014,Violet,American Airlines,Musical,4696,80,327327,,8
20,7/20/2014,7,2014,Wicked,Gershwin,Musical,15375,100,1966367,,8
27,7/27/2014,7,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7330,101,944778,,8
27,7/27/2014,7,2014,Aladdin,New Amsterdam,Musical,13775,100,1512464,,8
27,7/27/2014,7,2014,Beautiful,Stephen Sondheim,Musical,8272,101,1315468,,8
27,7/27/2014,7,2014,Bullets Over Broadway,St. James,Musical,8985,69,663950,,8
27,7/27/2014,7,2014,Cabaret '14,Studio 54,Musical,6790,95,834470,,8
27,7/27/2014,7,2014,Chicago,Ambassador,Musical,7598,88,626904,,8
27,7/27/2014,7,2014,Cinderella,Broadway,Musical,11262,80,824605,,8
27,7/27/2014,7,2014,Hedwig And The Angry Inch,Belasco,Musical,7212,102,1068441,,7
27,7/27/2014,7,2014,If/Then,Richard Rodgers,Musical,9283,89,822516,,8
27,7/27/2014,7,2014,Jersey Boys,August Wilson,Musical,9085,92,902008,,8
27,7/27/2014,7,2014,Kinky Boots,Al Hirschfeld,Musical,10997,97,1305460,,8
27,7/27/2014,7,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4654,97,556537,,7
27,7/27/2014,7,2014,Les Miserables '14,Imperial,Musical,10886,97,1081661,,8
27,7/27/2014,7,2014,Mamma Mia!,Broadhurst,Musical,8863,95,788598,,8
27,7/27/2014,7,2014,Matilda,Shubert,Musical,11540,101,1196994,,8
27,7/27/2014,7,2014,Motown The Musical,Lunt-Fontanne,Musical,10220,85,991495,,8
27,7/27/2014,7,2014,Newsies,Nederlander,Musical,9461,100,896763,,8
27,7/27/2014,7,2014,Of Mice And Men,Longacre,Play,8575,100,1038106,,8
27,7/27/2014,7,2014,Once,Jacobs,Musical,6218,73,472176,,8
27,7/27/2014,7,2014,Pippin,Music Box,Musical,7673,97,676450,,8
27,7/27/2014,7,2014,Rock Of Ages,Helen Hayes,Musical,4148,89,360045,,8
27,7/27/2014,7,2014,Rocky,Winter Garden,Musical,9278,77,701805,,8
27,7/27/2014,7,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1640549,,8
27,7/27/2014,7,2014,The Lion King,Minskoff,Musical,13604,100,2304798,,8
27,7/27/2014,7,2014,The Phantom Of The Opera,Majestic,Musical,12634,98,1140517,,8
27,7/27/2014,7,2014,Violet,American Airlines,Musical,4852,83,357776,,8
27,7/27/2014,7,2014,Wicked,Gershwin,Musical,15423,100,2012891,,8
3,8/3/2014,8,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7322,101,950133,,8
3,8/3/2014,8,2014,Aladdin,New Amsterdam,Musical,13784,100,1570266,,8
3,8/3/2014,8,2014,Beautiful,Stephen Sondheim,Musical,8141,99,1308762,,8
3,8/3/2014,8,2014,Bullets Over Broadway,St. James,Musical,9028,69,641157,,8
3,8/3/2014,8,2014,Cabaret '14,Studio 54,Musical,6868,96,839690,,8
3,8/3/2014,8,2014,Chicago,Ambassador,Musical,7583,88,614092,,8
3,8/3/2014,8,2014,Cinderella,Broadway,Musical,10562,75,785390,,8
3,8/3/2014,8,2014,Hedwig And The Angry Inch,Belasco,Musical,7214,102,1061754,,7
3,8/3/2014,8,2014,If/Then,Richard Rodgers,Musical,8533,81,780181,,8
3,8/3/2014,8,2014,Jersey Boys,August Wilson,Musical,8578,87,867352,,8
3,8/3/2014,8,2014,Kinky Boots,Al Hirschfeld,Musical,10972,96,1245947,,8
3,8/3/2014,8,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4551,95,529942,,7
3,8/3/2014,8,2014,Les Miserables '14,Imperial,Musical,10796,96,1081040,,8
3,8/3/2014,8,2014,Mamma Mia!,Broadhurst,Musical,8938,96,804605,,8
3,8/3/2014,8,2014,Matilda,Shubert,Musical,11546,101,1201174,,8
3,8/3/2014,8,2014,Motown The Musical,Lunt-Fontanne,Musical,10893,90,1016377,,8
3,8/3/2014,8,2014,Newsies,Nederlander,Musical,9289,98,919050,,8
3,8/3/2014,8,2014,Once,Jacobs,Musical,6840,81,512632,,8
3,8/3/2014,8,2014,Pippin,Music Box,Musical,7308,92,615505,,8
3,8/3/2014,8,2014,Rock Of Ages,Helen Hayes,Musical,4137,89,378386,,8
3,8/3/2014,8,2014,Rocky,Winter Garden,Musical,10152,84,767519,,8
3,8/3/2014,8,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1645580,,8
3,8/3/2014,8,2014,The Lion King,Minskoff,Musical,15306,100,2559076,,9
3,8/3/2014,8,2014,The Phantom Of The Opera,Majestic,Musical,12647,98,1149037,,8
3,8/3/2014,8,2014,Violet,American Airlines,Musical,5309,90,365789,,8
3,8/3/2014,8,2014,Wicked,Gershwin,Musical,16746,97,2181109,,9
10,8/10/2014,8,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7312,101,834051,,8
10,8/10/2014,8,2014,Aladdin,New Amsterdam,Musical,13786,100,1602785,,8
10,8/10/2014,8,2014,Beautiful,Stephen Sondheim,Musical,8217,100,1325505,,8
10,8/10/2014,8,2014,Bullets Over Broadway,St. James,Musical,9458,73,665229,,8
10,8/10/2014,8,2014,Cabaret '14,Studio 54,Musical,6354,89,779352,,8
10,8/10/2014,8,2014,Chicago,Ambassador,Musical,7630,88,622094,,8
10,8/10/2014,8,2014,Cinderella,Broadway,Musical,10665,76,788538,,8
10,8/10/2014,8,2014,Hedwig And The Angry Inch,Belasco,Musical,7218,102,1087988,,7
10,8/10/2014,8,2014,If/Then,Richard Rodgers,Musical,8421,80,760509,,8
10,8/10/2014,8,2014,Jersey Boys,August Wilson,Musical,8393,85,853728,,8
10,8/10/2014,8,2014,Kinky Boots,Al Hirschfeld,Musical,11105,97,1292063,,8
10,8/10/2014,8,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4633,97,567272,,7
10,8/10/2014,8,2014,Les Miserables '14,Imperial,Musical,10193,90,983256,,8
10,8/10/2014,8,2014,Mamma Mia!,Broadhurst,Musical,9126,98,835969,,8
10,8/10/2014,8,2014,Matilda,Shubert,Musical,11496,100,1196626,,8
10,8/10/2014,8,2014,Motown The Musical,Lunt-Fontanne,Musical,10206,85,979900,,8
10,8/10/2014,8,2014,Newsies,Nederlander,Musical,9245,98,929159,,8
10,8/10/2014,8,2014,Once,Jacobs,Musical,6292,74,493177,,8
10,8/10/2014,8,2014,Pippin,Music Box,Musical,6956,88,627328,,8
10,8/10/2014,8,2014,Rock Of Ages,Helen Hayes,Musical,4052,87,350119,,8
10,8/10/2014,8,2014,Rocky,Winter Garden,Musical,10308,85,795275,,8
10,8/10/2014,8,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1647095,,8
10,8/10/2014,8,2014,The Lion King,Minskoff,Musical,13601,100,2295313,,8
10,8/10/2014,8,2014,The Phantom Of The Opera,Majestic,Musical,12560,98,1138432,,8
10,8/10/2014,8,2014,Violet,American Airlines,Musical,5863,100,416276,,8
10,8/10/2014,8,2014,Wicked,Gershwin,Musical,15400,100,2059477,,8
17,8/17/2014,8,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7307,101,920946,,8
17,8/17/2014,8,2014,Aladdin,New Amsterdam,Musical,13784,100,1497976,,8
17,8/17/2014,8,2014,Beautiful,Stephen Sondheim,Musical,8104,99,1301425,,8
17,8/17/2014,8,2014,Bullets Over Broadway,St. James,Musical,9232,71,635965,,8
17,8/17/2014,8,2014,Cabaret '14,Studio 54,Musical,6731,94,828681,,8
17,8/17/2014,8,2014,Chicago,Ambassador,Musical,7662,89,627709,,8
17,8/17/2014,8,2014,Cinderella,Broadway,Musical,10187,73,741574,,8
17,8/17/2014,8,2014,Hedwig And The Angry Inch,Belasco,Musical,7177,102,1139903,,7
17,8/17/2014,8,2014,If/Then,Richard Rodgers,Musical,8425,80,717723,,8
17,8/17/2014,8,2014,Jersey Boys,August Wilson,Musical,8329,85,808545,,8
17,8/17/2014,8,2014,Kinky Boots,Al Hirschfeld,Musical,10845,95,1219264,,8
17,8/17/2014,8,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4452,93,506840,,7
17,8/17/2014,8,2014,Les Miserables '14,Imperial,Musical,10089,90,990003,,8
17,8/17/2014,8,2014,Mamma Mia!,Broadhurst,Musical,8871,95,809675,,8
17,8/17/2014,8,2014,Matilda,Shubert,Musical,11459,100,1127748,,8
17,8/17/2014,8,2014,Motown The Musical,Lunt-Fontanne,Musical,10123,84,968020,,8
17,8/17/2014,8,2014,Newsies,Nederlander,Musical,9485,100,966603,,8
17,8/17/2014,8,2014,Once,Jacobs,Musical,6157,73,453259,,8
17,8/17/2014,8,2014,Pippin,Music Box,Musical,7000,88,596032,,8
17,8/17/2014,8,2014,Rock Of Ages,Helen Hayes,Musical,3978,85,342772,,8
17,8/17/2014,8,2014,Rocky,Winter Garden,Musical,10355,85,870165,,8
17,8/17/2014,8,2014,The Book Of Mormon,Eugene O'Neill,Musical,9846,103,1759420,,9
17,8/17/2014,8,2014,The Lion King,Minskoff,Musical,13450,99,2208482,,8
17,8/17/2014,8,2014,The Phantom Of The Opera,Majestic,Musical,12145,95,1112478,,8
17,8/17/2014,8,2014,Wicked,Gershwin,Musical,15771,94,2026702,,9
24,8/24/2014,8,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7332,101,898629,,8
24,8/24/2014,8,2014,Aladdin,New Amsterdam,Musical,13777,100,1512983,,8
24,8/24/2014,8,2014,Beautiful,Stephen Sondheim,Musical,8088,99,1282410,,8
24,8/24/2014,8,2014,Bullets Over Broadway,St. James,Musical,8995,69,630257,,8
24,8/24/2014,8,2014,Cabaret '14,Studio 54,Musical,6706,94,814620,,8
24,8/24/2014,8,2014,Chicago,Ambassador,Musical,7045,82,569511,,8
24,8/24/2014,8,2014,Cinderella,Broadway,Musical,8305,59,609004,,8
24,8/24/2014,8,2014,Hedwig And The Angry Inch,Belasco,Musical,6175,88,648738,,7
24,8/24/2014,8,2014,If/Then,Richard Rodgers,Musical,8433,80,688053,,8
24,8/24/2014,8,2014,Jersey Boys,August Wilson,Musical,8050,82,804364,,8
24,8/24/2014,8,2014,Kinky Boots,Al Hirschfeld,Musical,10423,91,1131425,,8
24,8/24/2014,8,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4425,93,511741,,7
24,8/24/2014,8,2014,Les Miserables '14,Imperial,Musical,9254,82,886074,,8
24,8/24/2014,8,2014,Mamma Mia!,Broadhurst,Musical,8572,92,750128,,8
24,8/24/2014,8,2014,Matilda,Shubert,Musical,11452,100,1091719,,8
24,8/24/2014,8,2014,Motown The Musical,Lunt-Fontanne,Musical,10372,86,979849,,8
24,8/24/2014,8,2014,Newsies,Nederlander,Musical,9285,98,878556,,8
24,8/24/2014,8,2014,Once,Jacobs,Musical,5619,66,425535,,8
24,8/24/2014,8,2014,Pippin,Music Box,Musical,7309,92,614901,,8
24,8/24/2014,8,2014,Rock Of Ages,Helen Hayes,Musical,3666,79,315426,,8
24,8/24/2014,8,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1606698,,8
24,8/24/2014,8,2014,The Lion King,Minskoff,Musical,13608,100,1955396,,8
24,8/24/2014,8,2014,The Phantom Of The Opera,Majestic,Musical,11447,89,1019608,,8
24,8/24/2014,8,2014,This Is Our Youth,Cort,Play,5772,78,365614,,0
24,8/24/2014,8,2014,Wicked,Gershwin,Musical,14077,97,1795268,,8
31,8/31/2014,8,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7339,101,942205,,8
31,8/31/2014,8,2014,Aladdin,New Amsterdam,Musical,13780,100,1506683,,8
31,8/31/2014,8,2014,Beautiful,Stephen Sondheim,Musical,7738,94,1243050,,8
31,8/31/2014,8,2014,Cabaret '14,Studio 54,Musical,6437,90,796251,,8
31,8/31/2014,8,2014,Chicago,Ambassador,Musical,7411,86,589219,,8
31,8/31/2014,8,2014,Cinderella,Broadway,Musical,8551,61,638177,,8
31,8/31/2014,8,2014,Hedwig And The Angry Inch,Belasco,Musical,6560,93,635445,,7
31,8/31/2014,8,2014,If/Then,Richard Rodgers,Musical,8186,78,672147,,8
31,8/31/2014,8,2014,It'S Only A Play,Schoenfeld,Play,5402,101,793046,,0
31,8/31/2014,8,2014,Jersey Boys,August Wilson,Musical,8333,85,834445,,8
31,8/31/2014,8,2014,Kinky Boots,Al Hirschfeld,Musical,10743,94,1246584,,8
31,8/31/2014,8,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4715,99,558256,,7
31,8/31/2014,8,2014,Les Miserables '14,Imperial,Musical,9423,84,878730,,8
31,8/31/2014,8,2014,Mamma Mia!,Broadhurst,Musical,8027,86,697483,,8
31,8/31/2014,8,2014,Matilda,Shubert,Musical,11398,99,1096864,,8
31,8/31/2014,8,2014,Motown The Musical,Lunt-Fontanne,Musical,11603,96,1100811,,8
31,8/31/2014,8,2014,Once,Jacobs,Musical,6231,74,481616,,8
31,8/31/2014,8,2014,Pippin,Music Box,Musical,7448,94,608962,,8
31,8/31/2014,8,2014,Rock Of Ages,Helen Hayes,Musical,4199,90,372667,,8
31,8/31/2014,8,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1682942,,8
31,8/31/2014,8,2014,The Lion King,Minskoff,Musical,13603,100,1932032,,8
31,8/31/2014,8,2014,The Phantom Of The Opera,Majestic,Musical,11260,88,980290,,8
31,8/31/2014,8,2014,This Is Our Youth,Cort,Play,6437,76,390372,,0
31,8/31/2014,8,2014,Wicked,Gershwin,Musical,13727,95,1708228,,8
31,8/31/2014,8,2014,You Can'T Take It With You,Longacre,Play,7929,92,519102,,0
7,9/7/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7235,100,840503,,8
7,9/7/2014,9,2014,Aladdin,New Amsterdam,Musical,13736,100,1299483,,8
7,9/7/2014,9,2014,Beautiful,Stephen Sondheim,Musical,7244,88,1077517,,8
7,9/7/2014,9,2014,Cabaret '14,Studio 54,Musical,5522,77,623833,,8
7,9/7/2014,9,2014,Chicago,Ambassador,Musical,7152,83,559420,,8
7,9/7/2014,9,2014,Cinderella,Broadway,Musical,6499,46,458836,,8
7,9/7/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,5622,70,514411,,8
7,9/7/2014,9,2014,If/Then,Richard Rodgers,Musical,7882,75,589923,,8
7,9/7/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8465,99,1163626,,0
7,9/7/2014,9,2014,Jersey Boys,August Wilson,Musical,8087,82,799476,,8
7,9/7/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,10725,94,1172025,,8
7,9/7/2014,9,2014,Les Miserables '14,Imperial,Musical,9581,85,788527,,8
7,9/7/2014,9,2014,Mamma Mia!,Broadhurst,Musical,7773,83,616314,,8
7,9/7/2014,9,2014,Matilda,Shubert,Musical,10024,88,803129,,8
7,9/7/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,10715,89,979034,,8
7,9/7/2014,9,2014,Once,Jacobs,Musical,5512,65,420739,,8
7,9/7/2014,9,2014,Pippin,Music Box,Musical,6370,80,492718,,8
7,9/7/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3857,83,315675,,8
7,9/7/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8751,103,1532948,,8
7,9/7/2014,9,2014,The Lion King,Minskoff,Musical,13396,98,1677604,,8
7,9/7/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,11382,89,918819,,8
7,9/7/2014,9,2014,This Is Our Youth,Cort,Play,7220,85,367207,,0
7,9/7/2014,9,2014,Wicked,Gershwin,Musical,13507,93,1340668,,8
7,9/7/2014,9,2014,You Can'T Take It With You,Longacre,Play,6871,80,490887,,0
14,9/14/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7257,100,848790,,8
14,9/14/2014,9,2014,Aladdin,New Amsterdam,Musical,13616,99,1312257,,8
14,9/14/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8215,100,1300961,,8
14,9/14/2014,9,2014,Cabaret '14,Studio 54,Musical,5946,83,643502,,8
14,9/14/2014,9,2014,Chicago,Ambassador,Musical,7874,91,619784,,8
14,9/14/2014,9,2014,Cinderella,Broadway,Musical,8506,61,598979,,8
14,9/14/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,5705,71,524687,,8
14,9/14/2014,9,2014,If/Then,Richard Rodgers,Musical,9045,86,698918,,8
14,9/14/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8569,100,1230603,,0
14,9/14/2014,9,2014,Jersey Boys,August Wilson,Musical,8561,87,848378,,8
14,9/14/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,11168,98,1228758,,8
14,9/14/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5245,96,652702,,8
14,9/14/2014,9,2014,Les Miserables '14,Imperial,Musical,10034,89,813225,,8
14,9/14/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,1375,64,54749,,0
14,9/14/2014,9,2014,Mamma Mia!,Broadhurst,Musical,8481,91,659092,,8
14,9/14/2014,9,2014,Matilda,Shubert,Musical,10050,88,805004,,8
14,9/14/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,11108,92,1026470,,8
14,9/14/2014,9,2014,Once,Jacobs,Musical,6129,72,467069,,8
14,9/14/2014,9,2014,Pippin,Music Box,Musical,7101,90,552516,,8
14,9/14/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3985,85,323441,,8
14,9/14/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8741,102,1555886,,8
14,9/14/2014,9,2014,The Country House,Friedman,Play,3704,81,198383,,0
14,9/14/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,3801,93,288614,,0
14,9/14/2014,9,2014,The Lion King,Minskoff,Musical,13478,99,1725567,,8
14,9/14/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,11522,90,897140,,8
14,9/14/2014,9,2014,This Is Our Youth,Cort,Play,7164,84,372793,,5
14,9/14/2014,9,2014,Wicked,Gershwin,Musical,14352,99,1462840,,8
14,9/14/2014,9,2014,You Can'T Take It With You,Longacre,Play,7481,87,542918,,0
21,9/21/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7289,100,915495,,8
21,9/21/2014,9,2014,Aladdin,New Amsterdam,Musical,13475,98,1276833,,8
21,9/21/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8261,101,1295796,,8
21,9/21/2014,9,2014,Cabaret '14,Studio 54,Musical,5570,78,657828,,8
21,9/21/2014,9,2014,Chicago,Ambassador,Musical,6513,75,528307,,8
21,9/21/2014,9,2014,Cinderella,Broadway,Musical,6732,48,466579,,8
21,9/21/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,6127,87,572955,,7
21,9/21/2014,9,2014,If/Then,Richard Rodgers,Musical,8927,85,675958,,8
21,9/21/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8623,101,1277059,,0
21,9/21/2014,9,2014,Jersey Boys,August Wilson,Musical,8300,84,868591,,8
21,9/21/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,11086,97,1323036,,8
21,9/21/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5459,100,696922,,8
21,9/21/2014,9,2014,Les Miserables '14,Imperial,Musical,8011,71,706054,,8
21,9/21/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,5407,63,162749,,4
21,9/21/2014,9,2014,Mamma Mia!,Broadhurst,Musical,7717,83,641542,,8
21,9/21/2014,9,2014,Matilda,Shubert,Musical,7776,68,672778,,8
21,9/21/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,10609,88,1021745,,8
21,9/21/2014,9,2014,On The Town 2014,Lyric,Musical,1759,94,103586,,0
21,9/21/2014,9,2014,Once,Jacobs,Musical,5033,59,407108,,8
21,9/21/2014,9,2014,Pippin,Music Box,Musical,5895,74,509482,,8
21,9/21/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3888,83,337242,,8
21,9/21/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1602733,,8
21,9/21/2014,9,2014,The Country House,Friedman,Play,4322,83,230242,,0
21,9/21/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,6005,98,466650,,0
21,9/21/2014,9,2014,The Lion King,Minskoff,Musical,13516,99,1740907,,8
21,9/21/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,10155,79,840392,,8
21,9/21/2014,9,2014,This Is Our Youth,Cort,Play,5580,66,418041,,8
21,9/21/2014,9,2014,Wicked,Gershwin,Musical,12694,88,1356354,,8
21,9/21/2014,9,2014,You Can'T Take It With You,Longacre,Play,6831,80,532217,,0
28,9/28/2014,9,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7093,98,807444,,8
28,9/28/2014,9,2014,Aladdin,New Amsterdam,Musical,13504,98,1293112,,8
28,9/28/2014,9,2014,Beautiful,Stephen Sondheim,Musical,8250,101,1278681,,8
28,9/28/2014,9,2014,Cabaret '14,Studio 54,Musical,5117,72,566136,,8
28,9/28/2014,9,2014,Chicago,Ambassador,Musical,6185,72,498324,,8
28,9/28/2014,9,2014,Cinderella,Broadway,Musical,8438,60,568115,,8
28,9/28/2014,9,2014,Disgraced,Lyceum,Play,1583,86,100824,,0
28,9/28/2014,9,2014,Hedwig And The Angry Inch,Belasco,Musical,5271,75,498220,,7
28,9/28/2014,9,2014,If/Then,Richard Rodgers,Musical,8493,81,590185,,8
28,9/28/2014,9,2014,It'S Only A Play,Schoenfeld,Play,8554,100,1261025,,0
28,9/28/2014,9,2014,Jersey Boys,August Wilson,Musical,7770,79,817139,,8
28,9/28/2014,9,2014,Kinky Boots,Al Hirschfeld,Musical,10522,92,1230190,,8
28,9/28/2014,9,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,5151,94,630847,,8
28,9/28/2014,9,2014,Les Miserables '14,Imperial,Musical,7670,68,665663,,8
28,9/28/2014,9,2014,Love Letters 2014,Brooks Atkinson,Play,3360,39,178812,,8
28,9/28/2014,9,2014,Mamma Mia!,Broadhurst,Musical,7804,84,649855,,8
28,9/28/2014,9,2014,Matilda,Shubert,Musical,8761,76,776248,,8
28,9/28/2014,9,2014,Motown The Musical,Lunt-Fontanne,Musical,10063,83,972330,,8
28,9/28/2014,9,2014,On The Town 2014,Lyric,Musical,10494,70,518116,,0
28,9/28/2014,9,2014,Once,Jacobs,Musical,4887,58,355062,,8
28,9/28/2014,9,2014,Pippin,Music Box,Musical,5728,72,444549,,8
28,9/28/2014,9,2014,Rock Of Ages,Helen Hayes,Musical,3720,80,315948,,8
28,9/28/2014,9,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1596473,,8
28,9/28/2014,9,2014,The Country House,Friedman,Play,4927,95,225325,,0
28,9/28/2014,9,2014,The Curious Incident Of The Dog In The Night-Time,Ethel Barrymore,Play,7065,99,590727,,0
28,9/28/2014,9,2014,The Lion King,Minskoff,Musical,13446,99,1754196,,8
28,9/28/2014,9,2014,The Phantom Of The Opera,Majestic,Musical,9996,78,834859,,8
28,9/28/2014,9,2014,This Is Our Youth,Cort,Play,5140,61,395194,,8
28,9/28/2014,9,2014,Wicked,Gershwin,Musical,12923,89,1386090,,8
28,9/28/2014,9,2014,You Can'T Take It With You,Longacre,Play,7384,86,381328,,1
5,10/5/2014,10,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,7053,97,849170,,8
5,10/5/2014,10,2014,Aladdin,New Amsterdam,Musical,13582,99,1318128,,8
5,10/5/2014,10,2014,Beautiful,Stephen Sondheim,Musical,8271,101,1279354,,8
5,10/5/2014,10,2014,Cabaret '14,Studio 54,Musical,4632,65,537342,,8
